entity	alias
Q24268	Puccinia perplexans
Q24268	Puccinia persistens
Q24268	Puccinia secalina
Q24268	Puccinia symphyti-bromorum
Q24268	Trichobasis rubigo-vera
Q24268	Uredo rubigo-vera
Q132675	Alexandrian senna
Q132680	Alcyonaria
Q132825	conifer
Q132825	Coniferae
Q132825	Coniferophyta
Q132825	conifers
Q115759	Liomys salvini
Q115765	Sauromalus hispidus
Q115765	Spiny chuckwalla
Q115792	Liomys irroratus
Q115855	Apistogramma bitaeniata
Q115865	Melanochromis labrosus
Q56903	Anthreptes gabonicus
Q57605	Amazilia viridifrons
Q58241	Whitedisc hedge blue
Q58393	Hop Bush
Q58393	Hopseed bush
Q58414	Cyphomyrus discorhynchus
Q38859	Ocimum basilicum
Q25239	the alder genus
Q59798	figs
Q59812	Rana berlandieri
Q59812	Lithobates berlandieri
Q25243	the birch genus
Q59492	Microcarbo africanus
Q59492	Phalacrocorax africanus
Q59576	the catfish order
Q39275	mice
Q39275	the mouse genus
Q115602	Jewel chameleon
Q115602	white-lined chameleon
Q115661	true thrush genus
Q115755	Heteromys spectabilis
Q115755	Liomys spectabilis
Q115757	Liomys pictus
Q116147	Eopsaltria georgiana
Q116209	Catchfly
Q116667	Acridotheres tristis
Q117568	Thin birdsnest coral
Q117589	Proszynskiana
Q117659	Tintinnida
Q117686	Polyplectron inopinatum
Q117938	Labeo ansorgii
Q117948	Labeo lunatus
Q117961	Labeo molybdinus
Q118090	Red shoveler
Q118428	Sea lemon
Q118481	Barbus treurensis
Q118608	Ardea goliath
Q118698	Heliangelus strophianus
Q115452	Shag
Q115452	Phalacrocorax aristotelis
Q115487	Sula granti
Q132687	Lycalopex
Q61523	Alytes muletensis
Q61523	Mallorcan midwife toad
Q61857	Numenius borealis
Q39023	Picus erythropygius
Q39127	Shore Wainscot
Q39153	Panthera pardus pardus
Q59905	swallowtail butterflies
Q25234	Eurasian Blackbird
Q25234	Turdus merula
Q25237	pea
Q116670	Nisaetus cirrhatus
Q116670	Spizaetus cirrhatus
Q116686	Spotted Dove
Q116708	Eastern collared pratincole
Q116708	Glareola maldivarum
Q116755	Eupithecia centaureata
Q116986	Niltava banyumas
Q116986	Cyornis banyumas
Q116986	Hill blue niltava
Q117068	Yerba mate
Q117085	holly
Q61865	huaycan
Q62138	red pine mushroom
Q62138	saffron milk cap
Q62345	Calidris ferruginea
Q59576	catfishes
Q59577	the flatfish order
Q59735	Akysidae
Q59785	Egretta thula
Q39861	the swallows
Q39918	almond tree
Q40152	octopods
Q40152	Octopus order
Q39624	Rangifer tarandus
Q25247	African Hoopoe
Q25247	Upupa africana
Q25247	Hoopoe
Q25247	Common Hoopoe
Q25247	Eurasian Hoopoe
Q25247	HoodHood
Q25247	Hoopoo
Q25247	Upupa africanus
Q61105	Cedar of Lebanon
Q61312	Andrias davidianus
Q25306	carnivoran
Q25265	feline
Q25265	felines
Q25265	the cats
Q132925	family Themidaceae
Q132935	Ostracoderm
Q40261	Florida manatee
Q40261	Antillean
Q40261	Caribbean manatee
Q40261	Trichechus manatus
Q133006	Elephas maximus
Q133006	Asiatic elephant
Q39275	Mus (genus)
Q39277	Dendrocopos canicapillus
Q39277	Picoides canicapillus
Q39289	Zarudnyi’s worm lizard
Q39527	Farrer spruce
Q39584	Alepes kleinii
Q39624	caribou
Q132808	Tadpole shrimp
Q40994	walrus
Q133020	Riftia pachyptila
Q25241	animals with backbone
Q25241	subphylum Vertebrata
Q25241	subphylum vertebrate
Q25241	vertebrate
Q25241	vertebrates
Q25241	vertibrate
Q121749	Caucasian wingnut
Q121758	Colaptes rupicola
Q121791	Vespa mandarinia
Q122069	Capreolus capreolus
Q122069	Western roe deer
Q121221	budgie
Q121221	common pet parakeet
Q121221	Melopsittacus undulatus
Q121221	shell parakeet
Q121439	Procyon lotor
Q132973	Pitcher plant
Q132976	Ia io
Q132978	Micromalthus debilis
Q25284	garden parsley
Q25284	Petroselinum crispum
Q132922	Camelus bactrianus
Q63872	Heteromys anomalus
Q63874	Heteromys desmarestianus
Q63877	Lepidocolaptes souleyetii
Q63881	Iodopleura pipra
Q63891	Drymotoxeres pucherani
Q63891	Greater scythebill
Q63898	Cyphorhinus arada
Q63902	Lepidocolaptes lacrymiger
Q63903	Iodopleura isabellae
Q63911	Campylorhynchus rufinucha
Q64101	Heteromys australis
Q122679	Rosemary
Q122679	Rosmarinus officinalis
Q41050	orangutan
Q41050	orang-utan
Q41050	orang-utang
Q41050	orangutang
Q69608	Iridomyrmex purpureus
Q118917	Guiraca Abeillei
Q118917	Hooded Grosbeak
Q119195	Argyroneta aquatica
Q119195	Water spider
Q119699	Argynnis adippe
Q120043	Dermochelys coriacea
Q120043	Leatherback turtle
Q120094	Dipodomys
Q120228	magnolia family
Q120264	Rio de Janeiro Antwren
Q120490	Dinoflagelate
Q120490	Dinoflagellata
Q121047	Brookweed
Q121047	water pimpernel
Q121073	L. dewitii
Q59882	Florist's daisy, Hardy garden mum
Q59887	Rana brownorum
Q69167	Aaaba
Q69167	Alcinous
Q69581	Panthera tigris altaica
Q62359	Calidris maritima
Q68763	Perooop
Q41317	Torpediniformes
Q41350	the grapefruit plant
Q25307	Magpie
Q25307	common magpie
Q25307	Pica pica
Q133184	Dasyurus spartacus
Q133189	mangut
Q133189	raccoon dog
Q133189	Raccoon dog
Q133189	tanuki
Q133127	Cactus
Q40453	Wagler's toucanet
Q40480	blue krait
Q40480	Malayan krait
Q40487	Paragaleus leucolomatus
Q40537	Aulacorhynchus caeruleogularis
Q40545	Anarhichadidae
Q40545	Anarhichas minor
Q40565	Hemigaleus australiensis
Q40568	Hemigaleus microstoma
Q40570	Paragaleus tengi
Q40573	Paragaleus randalli
Q40576	Paragaleus pectoralis
Q63262	Cerocephaniae
Q63671	Chersomanes albofasciata
Q63703	Aspiolucius esocinus
Q63835	Hippolais olivetorum
Q63835	Olive-tree warbler
Q123631	Haliotis rufescens
Q124320	Pseudoterpna pruinata
Q124378	Lumbricina
Q122181	northern prawn
Q122422	scaled reptile
Q133023	Lepospondyl
Q133047	Ostreida
Q25292	date palm
Q121439	Northern raccoon
Q121596	Charadrius tricollaris
Q121671	Nettle
Q121671	the Nettles
Q70529	European marbled polecat
Q70529	Vormela peregusna
Q71118	Leptosomus discolor
Q40617	Leptocharias smithii
Q40639	Campylopterus duidae
Q40642	Otonyctomys hatti
Q40642	Yucatan vesper rat
Q40642	Yucatán vesper rat
Q40678	Graptemys pulchra
Q40713	fossil shark
Q40713	Hemipristis elongata
Q40713	Hemipristis elongatus
Q40774	Chaenogaleus macrostoma
Q40802	crab
Q40802	the crab infraorder
Q122847	Sansevieria forskaliana
Q122868	Colibri serrirostris
Q122990	winter daphne
Q123100	Plecotus teneriffae
Q123100	Tenerife long-eared bat
Q123102	Tassie tiger
Q123102	thylacine
Q25273	Ardea cinerea
Q25273	Gray Heron
Q123102	Tasmanian tiger
Q123102	Tasmanian wolf
Q123141	Carassius auratus
Q124410	Asiatic black bear
Q124410	Selenarctos thibetanus
Q124410	Ursus thibetanus
Q132985	Hippocampus reidi
Q132985	Longsnout seahorse
Q132999	Thaumoctopus mimicus
Q41133	Genetta victoriae
Q41133	giant genet
Q41165	Naja kaouthia
Q132870	the moonlight cacti
Q132895	Callionymus lyra
Q132905	Megaptera novaeangliae
Q122778	cheddar pink
Q122783	Ursus americanus
Q122783	black bear
Q72725	Rana sylvatica
Q72934	Oxyuranus microlepidotus
Q133128	Pinus sylvestris
Q41407	Enhydra lutris
Q72260	Little cormorant
Q72260	Microcarbo niger
Q72548	Desmodilliscus braueri
Q124900	flatworm
Q124900	flatworms
Q25309	roach
Q25311	Dwarf Weasel
Q25311	least weasel
Q25311	Snow Weasel
Q41181	Aquila chrysaetos
Q71549	the yam genus
Q72105	Glyptemys muhlenbergii
Q41631	shrew family
Q25317	Andaman Barn-owl
Q25317	Andaman Masked Owl
Q25317	Barn owls
Q25317	Barnowl
Q25317	Common Barn Owl
Q25317	Common Barn-owl
Q25317	Eastern Barn Owl
Q25317	Ghost owl
Q25317	Lechusa stirtoni
Q25317	Lechuza stirtoni
Q25317	Strix alba
Q25317	Strix flammea
Q25317	Strix pratincola
Q25317	Tyto alba
Q25317	Tyto delicatula
Q25317	Tyto deroepstorffi
Q25317	Tyto javanica
Q25317	Western Barn Owl
Q25317	White houlet
Q25312	flies
Q25312	fly
Q133196	Ochotona koslowi
Q133197	Pseudantechinus macdonnellensis
Q133199	Bauerus dubiaquercus
Q133199	Van Gelder’s bat
Q133205	fenugreek
Q124759	Tanysiptera riedelii
Q124759	Tanysiptera riedelli
Q71516	Arabian camel
Q71516	Camelus dromedarius
Q132949	Soyespecial
Q132951	Lacistemonaceae
Q41669	Pseudopus apodus
Q41694	Dolichophis caspius
Q41489	Changeable lizard
Q41489	Oriental garden lizard
Q41503	Gooseberry
Q25312	Dipteran
Q25312	Dipterans
Q25312	Dipterous
Q25312	true flies
Q25312	true fly
Q41505	Chinese plum
Q41505	Japanese plum
Q41505	Japanese medlar
Q41505	loquat
Q25324	canids
Q25324	canine family
Q25324	dog family
Q133247	P roqueforti
Q64927	Gallinago delicata
Q65031	White-Tailed Skimmer
Q68763	locust bean
Q133294	moonflower
Q41503	Ribes grossularia
Q73700	Culicicapa ceylonensis
Q73703	Prinia polychroa
Q73714	Sitta frontalis
Q73741	Amandava amandava
Q73741	strawberry finch
Q73745	Crypsirina temia
Q73760	Aethopyga siparaja
Q73773	Dicaeum trochileum
Q73776	Dicaeum maugei
Q73779	Arachnothera robusta
Q73826	Corvus enca
Q25309	Blattaria
Q25309	cockroach
Q25309	Henroach
Q25309	the Black-beetles
Q124969	Hazel
Q124969	Common Hazel
Q133090	Stylephorus chordatus
Q133096	Colorado Pinyon
Q133096	piñon
Q133103	Cipres de las Guaitecas
Q133217	Alticamelus
Q133219	Charophyceae
Q125142	parson bird
Q125142	Prosthemadera novaeseelandiae
Q125236	Carcharhinus limbatus
Q125337	mandarin
Q133273	Trilophosauridae
Q25311	Weasel
Q126216	Black-capped night-heron
Q126216	Nycticorax nycticorax
Q25327	Ladybugs
Q25327	Lady beetles
Q25327	Lady Birds
Q25327	Lady bugs
Q25327	Lady-Birds
Q25327	Ladybeetles
Q25327	Ladybird beetles
Q25327	Ladybirds
Q25327	LadyBirds
Q25327	LadyBugs
Q25308	Orchid family
Q72968	New World quail family
Q72968	New World quails
Q73344	Malacopteron cinereum
Q73427	Himalayan (blue) whistling thrush
Q73427	Myiophoneus caeruleus
Q73427	Myophonus caeruleus
Q73430	Hypothymis azurea
Q73436	Gerygone sulphurea
Q73453	Pteruthius flaviscapis
Q73456	Acrocephalus orientalis
Q73459	Blue nuthatch
Q73477	Blue and white flycatcher
Q73477	Cyanoptila cyanomelana
Q73483	Abroscopus superciliaris
Q73512	Megalurus palustris
Q73567	Anthreptes malacensis
Q73574	Ficedula zanthopygia
Q73578	Muscicapa sibirica
Q73661	Psaltria exilis
Q125337	mandarin orange
Q125337	mandarine
Q125882	Tympanuchus cupido cupido
Q125895	Certhia brachydactyla
Q125932	Megascops ingens
Q125932	Otus ingens
Q126077	Camellia nitissima
Q73901	Bullet ant
Q73905	Pteruthius aenobarbus
Q73916	Pachycephala cinerea
Q73919	Macronus flavicollis
Q73922	Phylloscopus trivirgatus
Q73925	Cyornis unicolor
Q73928	Prinia inornata
Q73937	Rhipidura euryura
Q73947	Rhipidura phoenicura
Q73950	Lophozosterops javanicus
Q73954	Javan Whistling Thrush
Q73954	Myiophoneus glaucinus
Q73954	Sunda whistling thrush
Q25326	mollusc
Q25326	molluscs
Q25326	mollusks
Q25332	fish eagle
Q25332	fish hawk
Q25332	fish-hawk
Q25332	osprey
Q25332	Pandion haliaetus
Q25332	river hawk
Q25332	sea hawk
Q126483	Ptilopsis leucotis
Q126618	Pale Rosefinch
Q126618	Sinai Rosefinch
Q126643	Bearded penguin
Q126643	Chinstrap penguin
Q126643	Chinstrap Penguin
Q126643	Pygoscelis antarctica
Q126643	Pygoscelis antarctica (misspelling)
Q126683	Saiga
Q126683	Colus
Q126683	Saiga tatarica
Q41611	cilantro
Q41611	coriander
Q41611	Coriander
Q74084	Dicrurus hottentottus
Q74092	Oriolus chinensis
Q74100	Acrocephalus stentoreus
Q74100	Clamorous reed-warbler
Q74225	Machaeropterus regulus
Q41633	Apollo butterfly
Q41633	Mountain Apollo
Q41633	Parnassius apollo
Q42184	Marasmius alliaceus
Q42196	B. musculus
Q42196	Balaenoptera musculus
Q25329	Artiodactylamorpha
Q25329	Artiodactylla
Q25329	Artiodactyls
Q25341	passerine
Q25341	perching bird
Q133289	Raffia palm
Q133290	rose apple
Q133292	Hyacinthoideae
Q133292	Hyacinthaceae
Q74575	Ara martinica
Q74588	Manacus manacus
Q74625	Calyptura cristata
Q133319	wild plane family
Q41960	red panda
Q41960	shining cat
Q41994	flamingo genus
Q74017	Acridotheres javanicus
Q74022	Orthotomus sepium
Q74075	Aethopyga eximia
Q74078	Zosterops flava
Q74078	Zosterops flavus
Q74083	Ostracodermi
Q74228	Pheugopedius rutilus
Q74228	Thryothorus rutilus
Q74232	Collared iguana
Q74238	Heteromys gaumeri
Q74241	Heteromys oasicus
Q74241	Paraguana spiny pocket mouse
Q74350	Oncorhynchus rhodurus
Q74363	Seahorse
Q74363	the seahorse genus
Q74363	seahorse genus
Q126925	Tennessee warbler
Q126930	the loach catfish family
Q127059	Boreal felt lichen
Q25329	even-toed
Q25329	even-toed ungulate
Q25329	even-toed ungulates
Q25347	Musci
Q25347	Mosses
Q25347	Bryophyta
Q133444	Giant pangasius
Q133471	Petrogale assimilis
Q133477	Bishopis weed
Q133477	Bishopís weed
Q25334	Robin
Q25334	Erithacus superbus
Q25334	Roodborstje
Q25334	E rubecula
Q25334	E. rubecula
Q25334	English Robin
Q25334	English Robins
Q25334	Erithaca rubecula
Q25334	Erithacus rubecula
Q25334	Eurasian Robin
Q25334	European Robins
Q25334	Motacilla rubecula
Q25334	Rougegorge
Q42046	hyaenidae
Q25347	Muscopsida
Q25347	True mosses
Q25348	Wild Duck
Q74366	Tomato clownfish
Q74371	Lamna ditropis
Q74374	Macruronus novaezelandiae
Q74377	Antilophia galeata
Q74381	Chiroxiphia pareola
Q74400	Red Sea clownfish
Q74400	two-banded anemonefish
Q74411	Barramundi
Q133381	Hyladelphys kalinowskii
Q133389	Nemopilema nomurai
Q133413	Tunga penetrans
Q133426	San Pedro
Q73829	Ficedula westermanni
Q73833	Aethopyga temminckii
Q73836	Dicaeum sanguinolentum
Q73842	Rhinomyias olivacea
Q73845	Napothera macrodactyla
Q73848	Dicaeum agile
Q73851	Lonchura ferruginosa
Q73854	Brachypteryx leucophrys
Q73854	Brachypteryx leucophris
Q73857	Eumyias indigo
Q73857	Muscicapa indigo
Q73860	Seicercus grammiceps
Q73865	Horsfield's jungle babbler
Q73865	Malacocincla sepiaria
Q73865	Malacocincla sepiarium
Q73878	Crescent-chested Babbler
Q73882	Pomatorhinus montanus
Q73888	White-breasted Babbler
Q73893	Alcippe pyrrhoptera
Q73897	Chelmon rostratus
Q25345	Ermelin
Q25345	Ermilin
Q25345	Ermine
Q25345	Short-tailed Stoat
Q25345	Short-tailed Weasel
Q25345	Stoat
Q127486	Phymatopus hecta
Q127545	Fistularia petimba
Q127595	Acanthopteri
Q127595	perch-likes
Q127595	Percomorphi
Q127216	American eagle
Q133330	Bluefin Notho
Q133332	Antechinus swainsonii
Q133334	Sminthopsis macroura
Q133340	the rainbow wrasses
Q74648	Mystromys albicaudatus
Q74928	Pamelaescincus gardineri
Q74941	Slow loris
Q75070	Tolypeutes matacus
Q42237	the mullet family
Q133345	Sminthopsis psammophila
Q133348	Sminthopsis douglasi
Q42046	Hyena
Q42046	Hyaenidae
Q42046	Hyenas
Q126167	Gypaetus barbatus
Q126167	Lammergeier
Q126167	Lammergeyer
Q76280	Tinca tinca
Q76328	Sternula nereis
Q76411	Numenius tenuirostris
Q25348	Anas platyrhynchos
Q25348	Mallard duck
Q42339	snap bean
Q42339	string bean
Q42081	English lavender
Q42081	garden lavender
Q42081	Lavandula angustifolia
Q42081	Lavandula officinalis
Q42081	lavender
Q42081	narrow-leaved lavender
Q42081	true lavender
Q127824	Accipiter trinotatus
Q127833	Accipiter rhodogaster
Q127835	Accipiter madagascariensis
Q127837	Accipiter nanus
Q127837	Small sparrowhawk
Q127839	Accipiter toussenelii
Q127839	Red-chested goshawk
Q127849	Linden
Q127849	Basswood
Q25352	Ciconia ciconia
Q25352	European White Stork
Q127282	ray-finned fish
Q127282	ray-finned fishes
Q42292	the maple genus
Q42326	Columba livia
Q42326	Common pigeon
Q42326	Rock Dove
Q42326	Rock Pigeon
Q25336	Marsupialia
Q25336	Marsupials
Q25336	Marsupiel
Q25336	Marsupilia
Q25336	Metaherians
Q25336	pouched mammal
Q25336	pouched mammals
Q127134	Aloë
Q127216	Haliaeetus leucocephalus
Q133548	Candidatus Desulforudis audaxviator
Q133560	Dragon's blood tree
Q25356	the poplar and aspen genus
Q127650	Stiphrornis erythrothorax
Q127749	Hemiramphidae
Q127756	North-western mangrove sea snake
Q127768	stingless bees
Q127811	Accipiter melanochlamys
Q25354	Jay
Q25354	Corvus glandarius
Q25354	European Jay
Q25354	Garrulus glandarius
Q76115	Hypophthalmichthys molitrix
Q75713	Myxinidae
Q127326	Stiphrornis pyrrholaemus
Q127360	Desmodillus auricularis
Q127463	Microstomus kitt
Q127466	Boloria euphrosyne
Q25349	Asteroidea
Q25349	Asteroidia
Q25349	Blood star
Q25349	Sea star
Q25349	Sea stars
Q25349	Seastar
Q25349	Seastars
Q25349	Star fish
Q42339	common bean
Q133707	ragfish
Q133712	Gymnosperm
Q42569	llama
Q42576	African wildcat
Q128002	Syrrhaptes paradoxus
Q127964	Pterocles namaqua
Q127966	Little sparrowhawk
Q127969	Ovampo sparrowhawk
Q128001	Tapirus
Q42710	Asiatic buffalo
Q42385	chocolate tree
Q42385	cocoa tree
Q128550	cedar
Q128550	the cedar genus
Q76569	Numenius minutus
Q76818	Taphozous
Q76818	Taphozous mauritianus
Q76836	Purple-red hygrophorus
Q25364	crustacean
Q133568	Elysia chlorotica
Q133756	Ackermania
Q133763	Leopardus braccatus
Q133719	Drac
Q133721	Callitropsis araucarioides
Q133818	Darwin’s orchid
Q133487	Adela reaumurella
Q133527	Streptophytina
Q133533	chacrona
Q133533	chacruna
Q25353	Gos
Q25353	Accipiter gentilis
Q42623	Felis chaus
Q42627	Prionailurus bengalensis
Q25350	Fir
Q80005	fern
Q127849	Lime
Q127880	Pterocles quadricinctus
Q127881	Pterocles bicinctus
Q127883	Pterocles personatus
Q127884	Pterocles indicus
Q127470	Holothuroidea
Q127470	Sea cucumber, Sea Slug
Q127470	trepang
Q77332	Galago senegalensis
Q77332	Northern lesser galago
Q79190	Buckthorn
Q79794	red deer
Q25365	Gruidae
Q133736	Bamboo orchids
Q75816	Dark-branded Bushbrown
Q76098	Ctenopharyngodon idella
Q128116	Picea canadensis
Q128116	White spruce
Q25371	cartilaginous fish
Q25371	cartilaginous fishes
Q42669	Kogia sima
Q79803	cavy
Q79803	domestic guinea pig
Q79803	guinea pig
Q80066	dragonfly
Q80066	dragonfly suborder
Q25357	Raven
Q25357	Common Raven
Q42797	Trichechus
Q76971	paper birch
Q76971	White birch
Q77062	Synchiropus splendidus
Q127886	Pterocles coronatus
Q127890	Syrrhaptes tibetanus
Q127894	Pterocles burchelli
Q127895	Lichtensteinis sandgrouse
Q127895	Lichtensteinís sandgrouse
Q127895	Pterocles lichtensteinii
Q127898	Pterocles decoratus
Q127903	Pterocles exustus
Q133692	Lophocorona
Q42562	Indian saffron
Q42562	turmeric
Q133789	Dragon's mouth
Q133793	Spider orchid
Q133773	lady's slipper orchids
Q76471	Numenius americanus
Q76472	Chroicocephalus novaehollandiae scopulinus
Q76472	Chroicocephalus scopulinus
Q76496	Far eastern curlew
Q76496	Numenius madagascariensis
Q76500	Procelsterna cerulea
Q76502	Procelsterna albivitta
Q76503	Numenius tahitiensis
Q76565	Korean common octopus
Q76565	long arm octopus
Q76565	nakji
Q79803	cuy
Q79803	cuy guinea pig
Q79803	domestic cavy
Q79817	Cannabis sativa
Q42682	Geoffroyis cat
Q42682	Geoffroyís cat
Q42682	Leopardus geoffroyi
Q42699	Leptailurus serval
Q80005	Filicophyta
Q80005	Polypodiophyta
Q128029	Accipiter soloensis
Q128037	Accipiter tachiro
Q128042	Pterocles gutturalis
Q128098	golden jackal
Q43169	crocodile family
Q43169	crocodylid family
Q42710	Asian buffalo
Q42710	Bubalus bubalis
Q43207	Genetta thierryi
Q43208	Genetta bourloni
Q43209	Genetta poensis
Q43211	Genetta servalina
Q43213	Genetta pardina
Q43214	Genetta maculata
Q43215	Genetta johnstoni
Q43217	Genetta angolensis
Q128887	the ash genus
Q128939	maypop
Q128939	purple passionflower
Q128939	true passionflower
Q128939	wild apricot
Q128939	wild passion vine
Q25377	Common Swift
Q25364	crustaceans
Q25374	odd-toed ungulates
Q43084	black pepper
Q25383	Chaffinch
Q25383	Fringilla coelebs
Q129059	wood grouse
Q129081	Ichthyosporea
Q129081	Mesomycetozoa
Q129186	Loriculus pusillus
Q129188	Namibian rock agama
Q129219	Orange-flanked bush-robin
Q129219	Tarsiger cyanurus
Q25384	Asio otus
Q25385	Buteo buteo
Q128578	Porcine circovirus 1
Q128578	Porcine circovirus-1
Q128617	Tockus flavirostris
Q128685	eel
Q43012	Hirudinea
Q129021	Opisthokonta
Q129021	Opisthokonts
Q133850	Yellow marsh saxifrage
Q133867	Meadow Saxifrage
Q25376	Coot
Q25376	Fulica atra
Q128694	Geophagus brasiliensis
Q129012	Choanoflagellata
Q129012	Choanomonada
Q129018	Blackthorn
Q129502	Alburnoides taeniatus
Q129510	Alburnoides oblongus
Q129513	elephant shrew order
Q133969	P. malariae
Q133980	Aaptosyax grypus
Q133980	Mekong giant salmon carp
Q133987	giant cichlid
Q129036	Chloephaga picta
Q129036	Magellan Goose
Q129059	Capercaillie
Q129059	heather cock
Q129059	Western Capercaillie
Q79915	Common kingfisher
Q80235	Thamarine
Q80275	Nannopterum harrisi
Q80275	Phalacrocorax harrisi
Q80327	Labeo ruddi
Q80362	Milvus migrans
Q129026	C. carcharias
Q129026	Carcharodon carcharias
Q129026	great white
Q129026	white death
Q129026	white pointer
Q129026	white shark
Q129324	chestnut genus
Q129413	Bulweria bulwerii
Q43284	ginkgo tree
Q43284	maidenhair tree
Q43284	silver apricot
Q80024	pommelo
Q80024	pummelo
Q80024	shaddock
Q25392	Lapwing
Q25392	Green Plover
Q25392	Peewit
Q25392	Vanellus vanellus
Q25375	dragonflies and damselflies
Q25393	Luscinia megarhynchos
Q25393	Nightingale
Q25394	Jackdaw
Q80479	mongoose
Q80174	chimp
Q80174	chimpanzee genus
Q80191	Marbled cat
Q80191	Marbled Cat
Q80531	lady's finger
Q80531	okra plant
Q43300	quince
Q129550	Bulweria fallax
Q129596	Alburnoides ohridanus
Q129639	Lamprichthys tanganicanus
Q25388	Oriolus oriolus
Q43447	Centipedes
Q129544	dugong
Q43375	common lynx
Q43375	European lynx
Q43375	Lynx lynx
Q43375	northern lynx
Q43375	Russian lynx
Q80952	Panthera tigris tigris
Q81014	Thymallus arcticus
Q80198	Labeo altivelis
Q43365	the crow genus
Q43365	the crows
Q43375	Siberian lynx
Q134015	mierkat
Q134015	Suricata suricatta
Q134015	suricate
Q43238	Gramineae
Q43238	the grasses
Q43238	true grass
Q25386	Corvus frugilegus
Q43221	Genetta
Q43222	Genetta piscivora
Q43223	Genetta cristata
Q43226	Genetta abyssinica
Q43230	Genetta tigrina
Q43230	Large-spotted genet
Q43238	grass
Q25380	Accipiter nisus
Q25380	Eurasian sparrowhawk
Q25380	Eurasian Sparrowhawk
Q129773	Sylvilagus nuttallii
Q129835	Scaled wormsnail
Q129838	Petaurus australis
Q129958	Athene noctua
Q25382	Bullfinch
Q25382	Common bullfinch
Q25382	Pyrrhula pyrrhula
Q25404	blue tit
Q25404	blue titmouse
Q25404	Cyanistes caeruleus
Q25404	Parus caeruleus obscurus
Q25397	scaly anteater
Q25397	trenggiling
Q80479	mongoose family
Q80531	Okra
Q130032	Rose Mallow
